Sourcerecord ID,Source Title,ISSN,EISSN,Active or Inactive,Coverage,Article Language in Source (Three-Letter ISO Language Codes),Source Type,Title History Indication,Related Title 1,Other Related Title 2,Other Related Title 3,Other Related Title 4,Added to List June 2026
9500153922,American Journal of Reproductive Immunology,10467408,16000897,Active,1988-2026; 1980-1984,ENG,Journal,Incorporating,Early pregnancy (Online),American Journal of Reproductive Immunology and Microbiology,Early pregnancy : biology and medicine : the official journal of the Society for the Investigation of Early Pregnancy,,
20646,American Journal of Reproductive Immunology and Microbiology,87558920,23748192,Inactive,1994-1996; 1985-1988,,Journal,Continued as,American Journal of Reproductive Immunology,,,,
18000,American Journal of Respiratory and Critical Care Medicine,1073449X,15354970,Active,1994-2026; 1991,ENG,Journal,Formerly known as,American Review of Respiratory Disease,,,,
18004,American Journal of Respiratory Cell and Molecular Biology,10441549,15354989,Active,1989-2026,ENG,Journal,,,,,,
18005,American Journal of Respiratory Medicine,11756365,,Inactive,2002-2003,ENG,Journal,Continued as,Treatments in Respiratory Medicine,,,,
13605,American Journal of Rhinology,10506586,15396290,Inactive,1987-2008,ENG,Journal,Continued as,American Journal of Rhinology and Allergy,,,,
17800156704,American Journal of Rhinology and Allergy,19458924,19458932,Active,2009-2026,ENG,Journal,Formerly known as,American Journal of Rhinology,,,,
20029,American Journal of Roentgenology,0361803X,15463141,Active,1973-2026; 1968-1969,ENG,Journal,Formerly known as,"The American journal of roentgenology, radium therapy, and nuclear medicine",,,,
22003,American Journal of Science,00029599,,Active,1975-2026; 1973; 1969; 1950; 1945-1948; 1894; 1881; 1879; 1865; 1862,ENG,Journal,,,,,,
5700170931,American Journal of Semiotics,02777126,21532990,Inactive,2000-2018; 1996-1997,ENG,Journal,,,,,,
4700152835,American Journal of Sexuality Education,15546128,15546136,Active,2005-2026,ENG,Journal,,,,,,
16926,American Journal of Sociology,00029602,15375390,Active,1964-2026; 1946-1950,ENG,Journal,,,,,,
14566,American Journal of Speech-Language Pathology,10580360,15589110,Active,1993-2026,ENG,Journal,,,,,,
19799,American Journal of Sports Medicine,03635465,15523365,Active,1973-2026,ENG,Journal,Formerly known as,The Journal of sports medicine,,,,
21100332454,American Journal of Stem Cells,,21604150,Inactive,2012-2017,ENG,Journal,,,,,,
20442,American Journal of Surgery,00029610,18791883,Active,1926-2026; 1919; 1917,ENG,Journal,,,,,,
27085,American Journal of Surgical Pathology,01475185,15320979,Active,1977-2026,ENG,Journal,,,,,,
19600162079,"American journal of syphilis, gonorrhea, and venereal diseases",00966738,,Inactive,1945-1954,,Journal,Continued as,Journal of Chronic Diseases,,,,
27086,American Journal of the Medical Sciences,00029629,15382990,Active,1945-2026,ENG,Journal,,,,,,
27087,American Journal of Therapeutics,10752765,15363686,Active,1995-2026; 1960-1961,ENG,Journal,,,,,,
19700174998,American Journal of Translational Research,,19438141,Inactive,2024-2026; 2009-2021,ENG,Journal,,,,,,
20443,American Journal of Transplantation,16006135,16006143,Active,2001-2026,ENG,Journal,,,,,,
21787,American Journal of Tropical Medicine and Hygiene,00029637,14761645,Active,1945-2026,ENG,Journal,Formerly known as,Journal. National Malaria Society,,,,
144722,American Journal of Urology Review,15428745,,Inactive,2005-2006,ENG,Journal,,,,,,
17121,American Journal of Veterinary Research,00029645,19435681,Active,1949-2026; 1945-1947,ENG,Journal,,,,,,
25231,American Journal on Addictions,10550496,15210391,Active,1992-2026,ENG,Journal,,,,,,
17500155152,American Journal on Intellectual and Developmental Disabilities,19447515,19447558,Active,2009-2025,ENG,Journal,Formerly known as,American Journal on Mental Retardation,,,,
17662,American Journal on Mental Retardation,08958017,1943362X,Inactive,1988-2008,ENG,Journal,Continued as,American Journal of Mental Deficiency,American Journal on Intellectual and Developmental Disabilities,,,
21100469513,American Journalism,08821127,23262486,Active,1983-2026,ENG,Journal,,,,,,
23908,American Laboratory,00447749,,Inactive,1993-2019; 1988-1989; 1978-1986; 1974,ENG,Trade Journal,,,,,,
56860,American laundry digest,00029718,,Inactive,1977-1996,,Journal,,,,,,
145595,American Law and Economics Review,14657252,14657260,Inactive,2005-2023; 2001-2002,ENG,Journal,,,,,,
6000170740,American Literary History,08967148,14684365,Active,1989-2026,ENG,Journal,,,,,,
16000154765,American Literary Realism,00029823,19405103,Active,2002-2026,ENG,Journal,,,,,,
16200154734,American Literary Scholarship,00659142,15272125,Inactive,2008-2022; 2002-2006,ENG,Journal,,,,,,
28156,American Literature,00029831,15272117,Active,2002-2026; 2000; 1985-1986; 1983; 1981; 1968-1969,ENG,Journal,,,,,,
21101046229,American Literature Readings in the 21st Century,2634579X,26345803,Active,2020-2026; 2016,ENG,Book Series,,,,,,
64389,American Lung Association bulletin,00925659,,Inactive,1973-1983,,Journal,Formerly known as,Bulletin - National Tuberculosis and Respiratory Disease Association,,,,
26573,American Machinist,10417958,,Inactive,1994-2005; 1990-1991; 1969-1986,ENG,Trade Journal,Formerly known as,American Machinist & Automated Manufacturing,,,,
39086,American Machinist & Automated Manufacturing,08860335,,Inactive,1985-1989,,Journal,Continued as,American Machinist,,,,
24132,American Malacological Bulletin,07402783,,Active,1996-2025; 1993-1994; 1988,ENG,Journal,,,,,,
24656,American Mathematical Monthly,00029890,19300972,Active,1959-2026; 1953-1957; 1945; 1941-1943; 1939; 1931; 1929; 1924; 1922; 1897; 1895,ENG,Journal,,,,,,
19296,American Midland Naturalist,00030031,,Inactive,1993-2022; 1982-1990; 1979-1980,ENG,Journal,,,,,,
18930,American Mineralogist,0003004X,19453027,Active,1976-2026; 1934-1974; 1929-1931; 1927; 1923-1924; 1920-1921,ENG,Journal,,,,,,
4700152639,American Museum Novitates,00030082,,Active,2005-2026,ENG,Book Series,,,,,,
16300154768,American Music,07344392,,Active,2002-2025,ENG,Journal,,,,,,
12604,American Naturalist,00030147,15375323,Active,1981-2026; 1978-1979; 1973-1975; 1960-1961; 1946-1948,ENG,Journal,,,,,,
5700162519,American Nineteenth Century History,14664658,17437903,Active,2010-2026; 2007,ENG,Journal,,,,,,
27117,American Nurse,00981486,21635412,Inactive,1974-2016,,Journal,,,,,,
13283,American Orthoptic Journal,0065955X,15534448,Inactive,2009-2017; 2006-2007; 1993-2004; 1981-1991; 1951-1978,ENG,Journal,Continued as,Journal of Binocular Vision and Ocular Motility,,,,
37344,American papermaker,10564772,,Inactive,1994,,Journal,Continued as,PIMA's Papermaker,,,,
19900193551,American Periodicals,10547479,15484238,Active,2010-2026,ENG,Journal,,,,,,
19445,American Pharmaceutical Outsourcing,15296318,,Inactive,2002-2010,ENG,Journal,Continued as,Pharmaceutical Outsourcing,,,,
19446,American Pharmaceutical Review,10998012,,Active,2023-2026; 2002-2020,,Journal,,,,,,
39021,American Pharmacy,01603450,,Inactive,1978-1995,ENG,Journal,Continued as,Journal of the American Pharmaceutical Association,"Journal of the American Pharmaceutical Association (Washington,D.C. : 1996)",,,
22086,American Philosophical Quarterly,00030481,21521123,Active,2001-2026; 1988; 1979-1980; 1977; 1973,ENG,Journal,,,,,,
16100154702,American Poetry Review,03603709,21624984,Active,2002-2026,ENG,Journal,,,,,,
15557,American Political Science Review,00030554,15375943,Active,1906-2026,ENG,Journal,See also,PS,,,,
21100872361,American Political Thought,21611580,21611599,Active,2014-2026; 2012,ENG,Journal,,,,,,
15559,American Politics Research,1532673X,15523373,Active,1973-2026,ENG,Journal,,,,,,
9500153987,American Potato Journal,00030589,,Inactive,1923-1997,ENG,Journal,Continued as,American Journal of Potato Research,,,,
144603,American Printer,07446616,07320337,Inactive,1996-2011,ENG,Trade Journal,,,,,,
29492,American Psychologist,0003066X,1935990X,Active,1965-2026; 1946-1954,ENG,Journal,,,,,,
13586,American Quarterly,00030678,10806490,Active,2000-2026; 1988-1989; 1986; 1979-1982; 1976-1977; 1970-1973,ENG,Journal,,,,,,
21101176677,American Religion,26439255,26439247,Active,2019-2026,ENG,Journal,,,,,,
24735,American Review of Canadian Studies,02722011,19439954,Active,1971-2025,ENG,Journal,,,,,,
16051,American Review of Public Administration,02750740,15523357,Active,1987-2026; 1967-1983,ENG,Journal,,,,,,
32522,American Review of Respiratory Disease,00030805,,Inactive,1959-1993,ENG,Journal,Continued as,American Journal of Respiratory and Critical Care Medicine,,,,
145911,American Scholar,00030937,,Active,2001-2026; 1999; 1983,ENG,Journal,,,,,,
19298,American Scientist,00030996,,Inactive,1961-2016; 1946-1951,,Trade Journal,,,,,,
32506,"American Society of Civil Engineers, Journal of the Construction Division",05697948,,Inactive,1971-1982; 1964-1965,,Journal,Continued as,Journal of Construction Engineering and Management,,,,
69994,"American Society of Civil Engineers, Journal of the Environmental Engineering Division",00903914,,Inactive,1973-1984,,Journal,Continued as,ASCE J Sanit Eng Div,Journal of Environmental Engineering (United States),,,
31126,"American Society of Civil Engineers, Journal of the Hydraulics Division",0044796X,,Inactive,1995; 1962-1982; 1956-1959,,Journal,Continued as,Journal of Hydraulic Engineering,,,,
21100421816,American Society of Clinical Oncology Educational Book,15488748,15488756,Active,2012-2026,ENG,Journal,,,,,,
16929,American Sociological Review,00031224,19398271,Active,1965-2026,ENG,Journal,,,,,,
16931,American Sociologist,00031232,19364784,Active,2004-2026; 2002; 1987-1997; 1981; 1978-1979; 1973-1975,ENG,Journal,,,,,,
18546,American Speech,00031283,15272133,Active,1996-2026; 1984; 1981,ENG,Journal,,,,,,
12018,American Sportswear and Knitting Times,10929541,,Inactive,1997-1999,ENG,Journal,Formerly known as,Knitting Times,,,,
13631,American Statistician,00031305,15372731,Active,1947-2026,ENG,Journal,,,,,,
24736,"American studies (Lawrence, Kan.)",00263079,,Inactive,2021; 2008-2010; 2002-2003; 2000; 1989; 1983; 1979-1981; 1977,,Journal,Incorporating,American studies international,,,,
5700164335,American Studies in Scandinavia,00448060,,Active,2002-2026,ENG,Journal,,,,,,
19900192113,American studies international,0883105X,,Inactive,1999,,Journal,Incorporated into,"American studies (Lawrence, Kan.)",,,,
20458,American Surgeon,00031348,15559823,Inactive,1951-2026,ENG,Journal,Formerly known as,The Southern surgeon,,,,
21100903046,American Translators Association Scholarly Monograph Series,08904111,,Inactive,2023; 2018-2019,ENG,Book Series,,,,,,
13145,American University Law Review,00031453,19435673,Inactive,2011-2017; 2004-2008; 1999-2002; 1991-1997; 1982; 1977-1978,,Journal,,,,,,
35520,American Zoologist,00031569,,Inactive,1990-2001; 1985-1987; 1982-1983; 1970; 1967; 1964-1965,ENG,Journal,Continued as,Integrative and Comparative Biology,,,,
21100857116,"American, British and Canadian Studies",18411487,1841964X,Active,2017-2026,ENG,Journal,,,,,,
19500157816,American-Eurasian Journal of Sustainable Agriculture,19950748,19981074,Inactive,2009-2014,ENG,Journal,,,,,,
21101061458,Americania,,21740178,Active,2019-2026,SPA,Journal,,,,,,
13588,Americas,00031615,15336247,Active,1999-2026; 1967-1997; 1962-1965; 1959-1960,ENG,Journal,,,,,,
23748,Amerikastudien,03402827,,Inactive,2021; 2002-2017; 1999-2000; 1983,ENG; GER,Journal,,,,,,
21101201215,Amerta Nutrition,25801163,25809776,Active,2023-2026,ENG; IND,Journal,,,,,,
21101044456,Amfiteater,,1855850X,Active,2019-2026,ENG; SLO,Journal,,,,,,
18400156702,Amfiteatru Economic,15829146,,Active,2008-2026,RUM,Journal,,,,,,
5200152838,AMHA - Acta Medico-Historica Adriatica,13344366,,Active,2006-2026,ENG,Journal,,,,,,
7400153102,AMIA Annual Symposium proceedings,,1942597X,Active,2005-2024; 2003,,Journal,,,,,,
16783,Amino Acids,09394451,14382199,Active,1991-2026,ENG,Journal,,,,,,
5600152818,"Amino Acids, Peptides and Proteins",13615904,,Active,2024; 2021; 2014-2019; 2012; 2006-2007,ENG,Book Series,,,,,,
19299,Amirkabir (Journal of Science and Technology),10150951,,Inactive,2001-2005,PER,Journal,Continued as,Amirkabir Journal of Mechanical Engineering,,,,
21101264431,Amirkabir Journal of Civil Engineering,2588297X,25882988,Active,2020-2026,ENG; PER,Journal,,,,,,
21101288928,Amirkabir Journal of Mechanical Engineering,20086032,24763446,Active,2021-2025,,Journal,Formerly part of,Amirkabir (Journal of Science and Technology),,,,
21100241803,Amme Idaresi Dergisi,13001795,,Active,2008-2026,TUR,Journal,,,,,,
21101167538,Amoenitas,23849460,24217360,Active,2019-2025,ENG; FRE; GER; ITA; SPA,Journal,,,,,,
6000159317,Ampersand,,22150390,Active,2014-2026,ENG,Journal,,,,,,
24137,Amphibia - Reptilia,01735373,15685381,Active,1980-2026,ENG,Journal,,,,,,
21100773738,Amphibian and Reptile Conservation,1083446X,15259153,Active,2016-2026,ENG,Journal,,,,,,
21101363384,AMPLITUDO: Journal of Science and Technology Innovation,28306171,28306902,Active,2022-2026,ENG,Journal,,,,,,
66682,AMRO,13522329,,Inactive,1988-1994,,Journal,Continued as,Medical record and health care information journal,IHRIM : the journal of the Institute of Health Record Information and Management,,,
21101041413,AMS Review,1869814X,18698182,Active,2011-2026,ENG,Journal,,,,,,
34561,AMSE Review (Association for the Advancement of Modelling and Simulation Techniques in Enterprises),07612486,,Inactive,1984-1990,,Journal,Continued as,Advances in Modelling and Analysis B,,,,
21100406798,Amsterdam Studies in Classical Philology,13806068,,Inactive,2017-2019; 2013-2015; 2009-2011; 2007,ENG; FRE; GER; GRE,Book Series,Continued as,Language of Classical Literature,,,,
21101168046,Amsterdamer Beitrage zur Neueren Germanistik,03046257,1875726X,Active,2024-2026; 2020-2021; 2016-2018,ENG; GER,Book Series,,,,,,
19134,Amyloid,13506129,17442818,Active,1994-2026,ENG,Journal,,,,,,
5000157101,Amyotrophic Lateral Sclerosis,17482968,,Inactive,2005-2012; 2000-2003,ENG,Journal,Continued as,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disorders,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,,,
21100235630,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,21678421,21679223,Active,2013-2026,ENG,Journal,Formerly known as,Amyotrophic Lateral Sclerosis,,,,
14159,Amyotrophic Lateral Sclerosis and Other Motor Neuron Disorders,14660822,1471180X,Inactive,1999-2005,,Journal,Continued as,Amyotrophic Lateral Sclerosis,,,,
21101060129,Anadolu Arastirmalari,05699746,2667629X,Active,2019-2026,ENG; TUR,Journal,,,,,,
40304,Anadolu Kardiyoloji Dergisi,13028723,13080032,Inactive,2001-2015,ENG,Journal,Continued as,Anatolian Journal of Cardiology,,,,
4000151714,Anadolu Psikiyatri Dergisi,13026631,,Inactive,2006-2022,TUR,Journal,,,,,,
17515,ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant,0999792X,,Active,1996-2026,FRE,Journal,,,,,,
19607,Anaerobe,10759964,10958274,Active,1995-2026,ENG,Journal,,,,,,
21410,Anaesthesia,00032409,13652044,Active,1947-2026,ENG,Journal,,,,,,
21411,Anaesthesia and Intensive Care,0310057X,14480271,Active,1972-2026,ENG,Journal,,,,,,
5100152404,Anaesthesia and Intensive Care Medicine,14720299,18787584,Active,2003-2026,ENG,Journal,,,,,,
21100435142,Anaesthesia Critical Care and Pain Medicine,,23525568,Active,2015-2026,ENG,Journal,Formerly known as,Annales Francaises d'Anesthesie et de Reanimation,,,,
21101097212,Anaesthesia Reports,,26373726,Active,2019-2026,ENG,Journal,,,,,,
19700174976,"Anaesthesia, Pain and Intensive Care",16078322,22205799,Active,2009-2026,ENG,Journal,,,,,,
21101126637,Anaesthesiologie,27316858,27316866,Active,2022-2026,GER,Journal,Formerly known as,Anaesthesist,,,,
21421,Anaesthesiologie und Reanimation,03234983,,Inactive,1977-2004,GER,Journal,Incorporated into,"Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS",,,,
21438,Anaesthesiology and Intensive Care,13104284,,Inactive,2002-2020,BUL,Journal,,,,,,
21100255120,Anaesthesiology Intensive Therapy,16425758,17312531,Active,2012-2026,ENG,Journal,,,,,,
50004,Anaesthesist,00032417,1432055X,Inactive,1952-2022,GER,Journal,Continued as,Anaesthesiologie,,,,
91553,Anaesthetic Pharmacology and Physiology Review,13622013,,Inactive,1996,ENG,Journal,Formerly known as,Anaesthetic Pharmacology Review,,,,
85507,Anaesthetic Pharmacology Review,09667954,,Inactive,1994-1995,ENG,Journal,Continued as,Anaesthetic Pharmacology and Physiology Review,,,,
21101019252,Anafora,18492339,24595160,Active,2019-2026,ENG,Journal,,,,,,
21101420834,Anagramas Rumbos y Sentidos de la Comunicacion,16922522,22484086,Active,2022-2026,ENG; POR; SPA,Journal,,,,,,
24247,Anais Brasileiros de Dermatologia,03650596,18064841,Active,1990-2026; 1979-1980; 1963-1977,POR,Journal,Formerly known as,Anais brasileiros de dermatologia e sifilografia,,,,
19400157892,Anais brasileiros de dermatologia e sifilografia,03650618,,Inactive,1960; 1950-1957; 1945-1946,,Journal,Continued as,Anais Brasileiros de Dermatologia,,,,
77887,Anais brasileiros de ginecologia,03650677,,Inactive,1945-1965,,Journal,Continued as,Jornal Brasileiro de Ginecologia,,,,
18659,Anais da Academia Brasileira de Ciencias,00013765,16782690,Active,1994-2026; 1970-1992; 1949; 1945-1946,,Journal,,,,,,
58769,Anais da Escola Nacional de Saude Publica e de Medicina Tropical,00759767,,Inactive,1967-1971,,Journal,Continued as,Anais do Instituto de Medicina Tropical,Anais do Instituto de Higiene e Medicina Tropical,,,
19700186638,Anais de enfermagem,01006843,,Inactive,1949,,Journal,Continued as,Revista Brasileira de Enfermagem,,,,
19700169116,Anais de Historia de Alem-Mar,08749671,27954455,Inactive,2011-2023; 2001,POR,Journal,,,,,,
21446,Anais do Instituto de Higiene e Medicina Tropical,03037762,,Inactive,1981; 1979; 1973-1977,,Journal,Formerly known as,Anais da Escola Nacional de Saude Publica e de Medicina Tropical,,,,
100418,Anais do Instituto de Medicina Tropical,03653307,,Inactive,1963-1966; 1959-1960; 1949-1957,,Journal,Continued as,Anais da Escola Nacional de Saude Publica e de Medicina Tropical,,,,
21101070304,Anais do Museu Paulista,01014714,19820267,Active,2019-2026,ENG; FRE; POR; SPA,Journal,,,,,,
16300154755,Analecta Bollandiana,00032468,,Inactive,2008-2018,ENG; FRE; GER; ITA,Journal,,,,,,
21101185955,Analecta Hermeneutica,,19187351,Active,2019-2024,ENG; FRE; GER,Journal,,,,,,
21100268077,Analecta Hibernica,07916167,,Inactive,2022; 2017-2020; 2015; 2011-2013,ENG,Book Series,,,,,,
21100422916,Analecta Praehistorica Leidensia,01697447,,Inactive,2017; 2015,ENG,Book Series,,,,,,
21101152871,Analecta Veterinaria,03655148,15142590,Active,2019-2025,ENG; SPA,Journal,,,,,,
21100224411,Analele Banatului: Arheologie - Istorie,1221678X,,Active,2019-2025; 2015-2016; 2011-2013,ENG; FRE; RUM,Journal,,,,,,
19700175303,Analele Stiintifice ale Universitatii Al I Cuza din Iasi - Matematica,12218421,,Active,2009-2025,ENG; FRE; GER,Journal,,,,,,
21100264007,Analele Stiintifice ale Universitatii Al I Cuza din Iasi - Sectiunea Stiinte Economice,03797864,20688717,Inactive,2013-2015; 1986; 1981,ENG,Journal,Continued as,Scientific Annals of Economics and Business,,,,
19700175586,"Analele Stiintifice ale Universitatii Ovidius Constanta, Seria Matematica",12241784,18440835,Active,2009-2026,ENG,Journal,,,,,,
21100198228,Analele Universitatii Bucuresti Chimie,1220871X,18440401,Inactive,2011,ENG,Journal,,,,,,
21100455681,"Analele Universitatii din Bucuresti, Seria Stiinte Politice",15822486,28218078,Inactive,2015-2022,ENG; FRE,Journal,,,,,,
21100285469,Analele Universitatii din Craiova - Seria Istorie,12245704,23933682,Active,2009-2026,RUM,Journal,,,,,,
21100203101,"Analele Universitatii din Craiova - Seria Stiinte Filologice, Lingvistica",12245712,27347168,Active,2012-2025,FRE; GER; ITA; RUM; SPA,Journal,,,,,,
21100202738,"Analele Universitatii din Craiova, Seria Filozofie",18418325,,Active,2021-2025; 2011-2019,ENG,Journal,,,,,,
21100793198,"Analele Universitatii din Oradea, Fascicula Biologie",12245119,18447589,Active,2016-2026,ENG,Journal,,,,,,
21100338503,"Analele Universitatii Ovidius Constanta, Seria Filologie",12241768,27347060,Active,2013-2025,ENG; FRE,Journal,,,,,,
64011,"Anales - Instituto de Biogotia, Universidad Nacional Autonoma de Mexico, Serie Botanica",0185254X,,Inactive,1994-1996; 1991-1992; 1989,,Journal,Continued as,Revista Mexicana de Biodiversidad,,,,
30637,"Anales - Instituto de Biologia, Universidad Nacional Autonoma de Mexico, Serie Zoologia",01852590,,Inactive,1990-1996,,Journal,,,,,,
19700173007,Anales Cervantinos,05699878,19888325,Active,2022-2025; 2009-2020,SPA,Journal,,,,,,
73650,Anales de Anatomia,05699894,,Inactive,1988-1993; 1973-1982,SPA,Journal,Continued as,European Journal of Anatomy,,,,
21100404962,Anales de Arqueologia Cordobesa,11309741,,Inactive,2014-2019; 2012,ENG; GER; ITA; POR; SPA,Journal,,,,,,
22437,Anales de Cirugia Cardiaca y Vascular,11352760,,Inactive,2001-2006,,Journal,Continued as,Anales de Patologia Vascular,,,,
21100255395,Anales de Documentacion,15752437,16977904,Inactive,2013-2020,POR; SPA,Journal,,,,,,
21101071122,Anales de Filologia Francesa,02132958,19894678,Active,2019-2025,SPA,Journal,,,,,,
4900152514,Anales de Fisica (Spain),11330376,,Inactive,1996-1998,ENG,Journal,,,,,,
21100851818,Anales de Geografia de la Universidad Complutense,02119803,19882378,Active,2011-2025,SPA,Journal,,,,,,
21101067150,Anales de Historia del Arte,02146452,19882491,Active,2019-2025,ENG; SPA,Journal,,,,,,
21101107571,Anales de Investigacion en Arquitectura,23011505,23011513,Active,2019-2026,ENG; SPA,Journal,,,,,,
21101224006,Anales de la Academia de Ciencias de Cuba,,23040106,Active,2011-2026,ENG; SPA,Journal,,,,,,
21100896996,Anales de la Asociacion Fisica Argentina,,18501168,Active,2018-2026,SPA,Journal,,,,,,
21101128568,Anales de la Catedra Francisco Suarez,00087750,25303716,Active,2019-2026,ENG; SPA,Journal,,,,,,
21101094852,Anales de la Facultad de Medicina,10255583,16099419,Active,2019-2026,ENG; SPA,Journal,,,,,,
16200154700,Anales de la Literatura Espanola Contemporanea,02721635,,Active,2017-2026; 2002-2012,ENG; SPA,Journal,,,,,,
64301,Anales de la Real Academia de Farmacia,00340618,16974298,Inactive,1976-2003; 1949-1965; 1946-1947,,Journal,Continued as,Anales de la Real Academia Nacional de Farmacia,,,,
70864,Anales de la Real Academia Nacional de Farmacia,16974271,1697428X,Inactive,2025; 1988-2018,SPA,Journal,Formerly known as,Anales de la Real Academia de Farmacia,,,,
17744,Anales de la Real Academia Nacional de Medicina,00340634,,Inactive,2014; 1949-2012,,Journal,,,,,,
19900193643,Anales de Literatura Chilena,07176058,,Active,2010-2026,SPA,Journal,,,,,,
21101045758,Anales de Literatura Espanola,02125889,26954257,Active,2019-2026,SPA,Journal,,,,,,
17700154902,Anales de Literatura Hispanoamericana,02104547,19882351,Active,1996-2025,SPA,Journal,,,,,,
26567,Anales de Medicina Interna,02127199,,Inactive,1983-2008,SPA,Journal,,,,,,
19800188014,Anales de Patologia Vascular,18875890,20138431,Inactive,2007-2011,SPA,Journal,Formerly known as,Anales de Cirugia Cardiaca y Vascular,,,,
14477,Anales de Pediatria,16954033,16959531,Active,2003-2026,ENG,Journal,Formerly known as,Anales Espanoles de Pediatria,,,,
16800154718,Anales de Pediatria Continuada,16962818,16964608,Inactive,2005-2014,SPA,Journal,,,,,,
8600153107,Anales de Pediatria Monografias,16962737,,Inactive,2003-2006,SPA,Journal,,,,,,
19200156918,Anales de Psicologia,02129728,16952294,Active,2008-2026,ENG; SPA,Journal,,,,,,
14162,Anales de Psiquiatria,02130599,,Inactive,1989-2009,SPA,Journal,,,,,,
5000153202,Anales de Quimica,11302283,,Inactive,1996-1997,ENG,Journal,,,,,,
21100396117,Anales del Instituto de Investigaciones Esteticas,01851276,18703062,Active,2014-2026,SPA,Journal,,,,,,
11900154316,Anales del Jardin Botanico de Madrid,02111322,19883196,Active,2004-2025; 1997-2002,ENG; SPA,Journal,,,,,,
19900193917,Anales del Seminario de Historia de la Filosofia,02112337,19882564,Active,2010-2026,ENG; SPA,Journal,,,,,,
19565,Anales del Sistema Sanitario de Navarra,11376627,23403527,Active,1999-2026,SPA,Journal,,,,,,
4800156105,Anales des la Asociacion Quimica Argentina,03650375,,Inactive,2013-2014; 2011; 2008-2009; 2002-2004; 1996-2000,ENG,Journal,,,,,,
38973,Anales Espanoles de Pediatria,03024342,,Inactive,1973-2002,SPA,Journal,Continued as,Anales de Pediatria,,,,
13616,Anales Otorrinolaringologicos Ibero-Americanos,03038874,,Inactive,1974-2007,SPA,Journal,Formerly known as,Acta oto-rino-laringologica ibero-americana,,,,
10600153357,Anales Venezolanos de Nutricion,07980752,,Inactive,2007-2016,SPA,Journal,,,,,,
19700177537,Anali Hrvatskog Politoloskog Drustva,18456707,18475299,Active,2016-2025,SCR,Journal,,,,,,
79245,"Anali Klinicke Bolnice ""Dr. M. Stojanovic""",03012255,,Inactive,1973-1982,,Journal,Continued as,Acta Clinica Croatica,,,,
21101214485,Anali Pravnog Fakulteta u Beogradu,00032565,24062693,Active,2022-2026,ENG; SCC,Journal,,,,,,
21100447818,Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti i Umjetnosti u Dubrovniku,13300598,18487815,Active,2015-2025,SCR,Journal,,,,,,
21100228079,Analise Psicologica,08708231,21822980,Active,2010-2026,POR,Journal,,,,,,
16957,Analise Social,00032573,21822999,Active,1996-2026; 1993-1994; 1990; 1981-1984; 1977-1978,ENG; POR,Journal,,,,,,
21100843344,Analisi,02112175,23405236,Active,2017-2025,ENG; SPA,Journal,,,,,,
5800219290,Analisi Linguistica e Letteraria,11221917,18277985,Active,2014-2026,ENG; FRE; GER; ITA; RUS,Journal,,,,,,
21100827842,Analisis Filosofico,03261301,18519636,Active,2017-2026,SPA,Journal,,,,,,
5600152973,Analisis Politico,01214705,,Active,2014-2025; 2007-2012; 1996,SPA,Journal,,,,,,
21100801184,Analitika i Kontrol,20731442,20731450,Active,2016-2026,RUS,Journal,,,,,,
21100810717,Analiza i Egzystencja,17349923,23007621,Active,2016-2026; 2013,POL,Journal,,,,,,
21101041896,Analog Circuits and Signal Processing,1872082X,21971854,Active,2022-2026; 2006-2020,ENG,Book Series,,,,,,
25569,Analog Integrated Circuits and Signal Processing,09251030,15731979,Active,1991-2026,ENG,Journal,,,,,,
40752,Analusis,03654877,,Inactive,1995-2000; 1973-1989,,Journal,Continued as,Analytical and Bioanalytical Chemistry,,,,
5600155212,Analyse und Kritik,01715860,23659858,Active,2011-2026; 2007; 2004-2005,ENG; GER,Journal,,,,,,
1100147103,Analyses of Social Issues and Public Policy,15297489,15302415,Active,2005-2026,ENG,Journal,,,,,,
21100442012,Analysis (Germany),01744747,21966753,Active,1981-2026,ENG,Journal,,,,,,
22103,Analysis (United Kingdom),00032638,14678284,Active,1996-2026; 1947-1994; 1933-1940,,Journal,,,,,,
19700172204,Analysis and Applications,02195305,17936861,Active,2010-2026; 2008; 2005,ENG,Journal,,,,,,
21100777482,Analysis and Geometry in Metric Spaces,,22993274,Active,2013-2026,ENG,Journal,,,,,,
10000153406,Analysis and Intervention In Developmental Disablities,02704684,,Inactive,1981-1986,,Journal,Continued as,Research in Developmental Disabilities,,,,
21100400176,Analysis and Mathematical Physics,16642368,1664235X,Active,2011-2026,ENG,Journal,,,,,,
21100285741,Analysis and Metaphysics,15848574,24710849,Inactive,2013-2023; 1975,ENG,Journal,,,,,,
21100242249,Analysis and PDE,21575045,1948206X,Active,2008-2026,ENG,Journal,,,,,,
21101168862,Analysis and Sensing,,26292742,Active,2021-2026,ENG,Journal,,,,,,
100147006,Analysis in Theory and Applications,16724070,15738175,Active,2020-2026; 2004-2011,ENG,Journal,Formerly known as,Approximation Theory and Its Applications,,,,
